Rented Bike Count,Date,Hour,Seasons,Temperature(°C),Humidity(%),Rainfall(mm),label_day_night,WeekDay,Month,Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Seul
62,2018-09-10,11,Summer,13.0,93.0,0.2,Day,Monday,9,10.83,1610.0,11.9,0
87,2018-09-10,12,Summer,13.0,90.0,0.0,Day,Monday,9,10.28,1610.0,11.4,0
125,2018-09-10,13,Summer,13.2,89.0,0.5,Day,Monday,9,9.72,1130.0,11.4,0
77,2018-09-10,14,Summer,13.2,94.0,0.5,Day,Monday,9,8.33,480.0,12.3,0
61,2018-09-10,15,Summer,13.5,95.0,1.2,Day,Monday,9,8.89,400.0,12.7,0
95,2018-09-10,16,Summer,14.1,96.0,1.2,Day,Monday,9,9.44,280.0,13.5,0
209,2018-09-10,17,Summer,14.4,96.0,0.8,Day,Monday,9,8.33,400.0,13.8,0
172,2018-09-10,18,Summer,14.6,95.0,0.5,Day,Monday,9,7.78,480.0,13.8,0
130,2018-09-10,19,Summer,15.1,96.0,0.5,Day,Monday,9,6.11,970.0,14.5,0
117,2018-09-10,20,Summer,15.7,96.0,0.2,Day,Monday,9,5.83,480.0,15.1,0
111,2018-09-10,21,Summer,16.0,95.0,0.2,Night,Monday,9,5.83,970.0,15.2,0
114,2018-09-10,22,Summer,16.2,96.0,0.0,Night,Monday,9,3.61,1610.0,15.6,0
55,2018-09-10,23,Summer,16.6,96.0,0.0,Night,Monday,9,2.5,1450.0,16.0,0
28,2018-09-11,0,Summer,17.1,95.0,0.0,Night,Tuesday,9,1.39,1450.0,16.3,0
17,2018-09-11,1,Summer,17.2,96.0,0.0,Night,Tuesday,9,2.22,1610.0,16.6,0
10,2018-09-11,2,Summer,16.8,96.0,0.0,Night,Tuesday,9,2.5,1610.0,16.2,0
11,2018-09-11,3,Summer,16.4,96.0,0.0,Night,Tuesday,9,3.06,1610.0,15.8,0
11,2018-09-11,4,Summer,15.9,96.0,0.0,Night,Tuesday,9,3.06,1610.0,15.3,0
43,2018-09-11,5,Summer,15.9,94.0,0.0,Day,Tuesday,9,2.5,1610.0,15.0,0
142,2018-09-11,6,Summer,15.6,93.0,0.0,Day,Tuesday,9,2.22,1610.0,14.5,0
400,2018-09-11,7,Summer,16.4,89.0,0.0,Day,Tuesday,9,3.61,1610.0,14.6,0
1069,2018-09-11,8,Summer,16.4,85.0,0.0,Day,Tuesday,9,5.0,1610.0,13.9,0
659,2018-09-11,9,Summer,17.7,78.0,0.0,Day,Tuesday,9,6.11,1610.0,13.9,0
286,2018-09-11,10,Summer,18.9,77.0,0.0,Day,Tuesday,9,2.5,1610.0,14.9,0
342,2018-09-11,11,Summer,19.1,73.0,0.0,Day,Tuesday,9,1.39,1610.0,14.2,0
446,2018-09-11,12,Summer,19.6,72.0,0.0,Day,Tuesday,9,0.0,1610.0,14.4,0
412,2018-09-11,13,Summer,20.0,69.0,0.0,Day,Tuesday,9,1.39,1610.0,14.3,0
354,2018-09-11,14,Summer,19.9,74.0,0.0,Day,Tuesday,9,3.06,1610.0,15.2,0
412,2018-09-11,15,Summer,19.9,73.0,0.0,Day,Tuesday,9,4.17,1610.0,15.0,0
760,2018-09-11,16,Summer,19.9,73.0,0.0,Day,Tuesday,9,4.17,1610.0,15.0,0
1315,2018-09-11,17,Summer,19.8,75.0,0.0,Day,Tuesday,9,3.06,1610.0,15.3,0
973,2018-09-11,18,Summer,19.1,78.0,0.0,Day,Tuesday,9,2.22,1610.0,15.2,0
604,2018-09-11,19,Summer,18.5,82.0,0.0,Day,Tuesday,9,2.5,1610.0,15.4,0
465,2018-09-11,20,Summer,18.0,84.0,0.0,Day,Tuesday,9,1.39,1610.0,15.3,0
336,2018-09-11,21,Summer,18.3,84.0,0.0,Night,Tuesday,9,1.11,1610.0,15.6,0
234,2018-09-11,22,Summer,18.6,83.0,0.0,Night,Tuesday,9,2.22,1610.0,15.8,0
143,2018-09-11,23,Summer,18.9,83.0,0.0,Night,Tuesday,9,2.5,1610.0,16.0,0
60,2018-09-12,0,Summer,17.4,87.0,0.0,Night,Wednesday,9,1.11,1610.0,15.2,0
26,2018-09-12,1,Summer,16.8,87.0,0.0,Night,Wednesday,9,2.22,1610.0,14.7,0
13,2018-09-12,2,Summer,16.6,85.0,0.0,Night,Wednesday,9,0.0,1610.0,14.1,0
9,2018-09-12,3,Summer,15.8,92.0,0.0,Night,Wednesday,9,1.11,1610.0,14.6,0
18,2018-09-12,4,Summer,15.4,92.0,0.0,Night,Wednesday,9,0.0,1610.0,14.1,0
47,2018-09-12,5,Summer,16.5,94.0,0.0,Day,Wednesday,9,1.11,1610.0,15.5,0
155,2018-09-12,6,Summer,16.9,90.0,0.0,Day,Wednesday,9,2.22,1610.0,15.3,0
444,2018-09-12,7,Summer,17.4,89.0,0.0,Day,Wednesday,9,1.39,1610.0,15.6,0
1226,2018-09-12,8,Summer,18.2,85.0,0.0,Day,Wednesday,9,2.22,1610.0,15.7,0
726,2018-09-12,9,Summer,19.9,83.0,0.0,Day,Wednesday,9,3.06,1610.0,17.0,0
339,2018-09-12,10,Summer,20.0,83.0,0.0,Day,Wednesday,9,3.61,1610.0,17.0,0
358,2018-09-12,11,Summer,20.5,79.0,0.0,Day,Wednesday,9,3.06,1610.0,16.9,0
422,2018-09-12,12,Summer,20.7,77.0,0.0,Day,Wednesday,9,3.61,1610.0,16.6,0
411,2018-09-12,13,Summer,21.0,79.0,0.0,Day,Wednesday,9,5.0,1610.0,17.3,0
399,2018-09-12,14,Summer,21.1,80.0,0.0,Day,Wednesday,9,4.72,1610.0,17.7,0
440,2018-09-12,15,Summer,21.3,81.0,0.0,Day,Wednesday,9,5.0,1610.0,17.9,0
804,2018-09-12,16,Summer,21.4,81.0,0.0,Day,Wednesday,9,5.83,1610.0,18.1,0
1265,2018-09-12,17,Summer,21.1,80.0,0.0,Day,Wednesday,9,4.17,1610.0,17.5,0
994,2018-09-12,18,Summer,20.4,85.0,0.0,Day,Wednesday,9,5.0,1610.0,17.8,0
636,2018-09-12,19,Summer,19.7,88.0,0.0,Day,Wednesday,9,4.17,1610.0,17.7,0
424,2018-09-12,20,Summer,19.6,90.0,0.0,Day,Wednesday,9,4.72,1610.0,17.9,0
344,2018-09-12,21,Summer,19.6,89.0,0.0,Night,Wednesday,9,3.61,1610.0,17.8,0
220,2018-09-12,22,Summer,19.5,91.0,0.0,Night,Wednesday,9,6.11,1610.0,18.1,0
137,2018-09-12,23,Summer,19.4,92.0,0.0,Night,Wednesday,9,5.0,1610.0,18.1,0
73,2018-09-13,0,Summer,19.3,92.0,0.0,Night,Thursday,9,5.83,1610.0,18.0,0
39,2018-09-13,1,Summer,19.4,93.0,0.0,Night,Thursday,9,4.72,1610.0,18.3,0
20,2018-09-13,2,Summer,19.0,91.0,0.0,Night,Thursday,9,4.17,1610.0,17.5,0
3,2018-09-13,3,Summer,18.9,90.0,0.0,Night,Thursday,9,3.61,1610.0,17.3,0
11,2018-09-13,4,Summer,18.7,93.0,0.0,Night,Thursday,9,4.17,1610.0,17.6,0
43,2018-09-13,5,Summer,18.6,93.0,0.0,Day,Thursday,9,4.72,1610.0,17.5,0
137,2018-09-13,6,Summer,19.0,91.0,0.0,Day,Thursday,9,4.72,1610.0,17.5,0
433,2018-09-13,7,Summer,19.5,86.0,0.0,Day,Thursday,9,5.0,1610.0,17.1,0
1184,2018-09-13,8,Summer,19.8,84.0,0.0,Day,Thursday,9,6.67,1610.0,17.1,0
717,2018-09-13,9,Summer,20.3,82.0,0.0,Day,Thursday,9,8.33,1610.0,17.2,0
351,2018-09-13,10,Summer,20.8,83.0,0.0,Day,Thursday,9,7.78,1610.0,17.9,0
314,2018-09-13,11,Summer,21.7,80.0,0.0,Day,Thursday,9,7.22,1610.0,18.2,0
454,2018-09-13,12,Summer,22.3,80.0,0.0,Day,Thursday,9,7.78,1610.0,18.7,0
415,2018-09-13,13,Summer,22.7,79.0,0.0,Day,Thursday,9,8.89,1610.0,18.9,0
389,2018-09-13,14,Summer,22.7,80.0,0.0,Day,Thursday,9,7.22,1610.0,19.0,0
506,2018-09-13,15,Summer,23.0,76.0,0.0,Day,Thursday,9,7.22,1610.0,18.6,0
766,2018-09-13,16,Summer,22.9,74.0,0.0,Day,Thursday,9,7.78,1610.0,18.0,0
1303,2018-09-13,17,Summer,22.6,72.0,0.0,Day,Thursday,9,6.11,1610.0,17.4,0
955,2018-09-13,18,Summer,21.8,78.0,0.0,Day,Thursday,9,5.0,1610.0,17.9,0
686,2018-09-13,19,Summer,21.5,79.0,0.0,Day,Thursday,9,5.83,1610.0,17.7,0
458,2018-09-13,20,Summer,21.2,84.0,0.0,Day,Thursday,9,5.0,1610.0,18.4,0
355,2018-09-13,21,Summer,21.2,83.0,0.0,Night,Thursday,9,4.72,1610.0,18.2,0
244,2018-09-13,22,Summer,21.1,82.0,0.0,Night,Thursday,9,6.67,1610.0,18.0,0
157,2018-09-13,23,Summer,21.0,82.0,0.0,Night,Thursday,9,6.11,1610.0,17.9,0
90,2018-09-14,0,Summer,21.2,82.0,0.0,Night,Friday,9,6.67,1610.0,18.1,0
44,2018-09-14,1,Summer,21.1,83.0,0.0,Night,Friday,9,6.11,1610.0,18.2,0
40,2018-09-14,2,Summer,21.3,84.0,0.0,Night,Friday,9,6.11,1610.0,18.5,0
5,2018-09-14,3,Summer,20.9,88.0,0.0,Night,Friday,9,6.67,1610.0,18.9,0
19,2018-09-14,4,Summer,20.8,90.0,0.0,Night,Friday,9,5.0,1610.0,19.1,0
39,2018-09-14,5,Summer,20.6,92.0,0.0,Day,Friday,9,6.11,1610.0,19.3,0
139,2018-09-14,6,Summer,20.5,93.0,0.0,Day,Friday,9,4.72,1610.0,19.4,0
421,2018-09-14,7,Summer,21.0,93.0,0.0,Day,Friday,9,4.72,1610.0,19.8,0
1072,2018-09-14,8,Summer,21.5,92.0,0.0,Day,Friday,9,3.61,1610.0,20.2,0
634,2018-09-14,9,Summer,22.3,88.0,0.0,Day,Friday,9,3.61,1610.0,20.3,0
383,2018-09-14,10,Summer,22.8,88.0,0.0,Day,Friday,9,3.61,1610.0,20.7,0
388,2018-09-14,11,Summer,23.3,86.0,0.0,Day,Friday,9,3.06,1610.0,20.9,0
484,2018-09-14,12,Summer,24.3,83.0,0.0,Day,Friday,9,3.06,1610.0,21.2,0
491,2018-09-14,13,Summer,23.8,86.0,0.0,Day,Friday,9,4.17,1610.0,21.4,0
469,2018-09-14,14,Summer,24.3,83.0,0.0,Day,Friday,9,3.61,1610.0,21.3,0
543,2018-09-14,15,Summer,23.7,86.0,0.0,Day,Friday,9,5.0,1290.0,21.3,0
845,2018-09-14,16,Summer,23.6,86.0,0.0,Day,Friday,9,4.72,1610.0,21.1,0
1200,2018-09-14,17,Summer,22.9,87.0,0.0,Day,Friday,9,5.0,1610.0,20.7,0
808,2018-09-14,18,Summer,22.7,86.0,0.0,Day,Friday,9,4.17,1610.0,20.3,0
604,2018-09-14,19,Summer,22.3,88.0,0.0,Day,Friday,9,4.72,1610.0,20.3,0
452,2018-09-14,20,Summer,22.3,87.0,0.0,Day,Friday,9,4.17,1610.0,20.1,0
321,2018-09-14,21,Summer,22.3,88.0,0.0,Night,Friday,9,3.61,1610.0,20.3,0
302,2018-09-14,22,Summer,22.3,87.0,0.0,Night,Friday,9,1.11,1610.0,20.1,0
233,2018-09-14,23,Summer,22.0,91.0,0.0,Night,Friday,9,1.11,1610.0,20.5,0
191,2018-09-15,0,Summer,21.6,93.0,0.0,Night,Saturday,9,0.0,1610.0,20.4,0
124,2018-09-15,1,Summer,21.5,95.0,0.0,Night,Saturday,9,1.39,810.0,20.8,0
95,2018-09-15,2,Summer,21.7,92.0,0.0,Night,Saturday,9,0.0,1450.0,20.3,0
33,2018-09-15,3,Summer,21.8,92.0,0.0,Night,Saturday,9,1.11,1610.0,20.5,0
20,2018-09-15,4,Summer,22.2,90.0,0.0,Night,Saturday,9,1.11,1610.0,20.5,0
14,2018-09-15,5,Summer,21.6,93.0,0.0,Day,Saturday,9,1.39,1610.0,20.4,0
40,2018-09-15,6,Summer,21.5,93.0,0.0,Day,Saturday,9,1.39,1610.0,20.3,0
95,2018-09-15,7,Summer,22.3,90.0,0.0,Day,Saturday,9,1.11,1610.0,20.6,0
211,2018-09-15,8,Summer,23.0,88.0,0.0,Day,Saturday,9,1.39,1610.0,20.9,0
369,2018-09-15,9,Summer,23.6,84.0,0.0,Day,Saturday,9,2.22,1610.0,20.8,0
430,2018-09-15,10,Summer,24.5,81.0,0.0,Day,Saturday,9,2.22,1610.0,21.1,0
638,2018-09-15,11,Summer,24.9,83.0,0.0,Day,Saturday,9,2.22,1610.0,21.9,0
712,2018-09-15,12,Summer,25.8,80.0,0.0,Day,Saturday,9,2.22,1610.0,22.1,0
738,2018-09-15,13,Summer,25.5,79.0,0.0,Day,Saturday,9,2.5,970.0,21.6,0
777,2018-09-15,14,Summer,25.6,82.0,0.0,Day,Saturday,9,2.5,1130.0,22.3,0
813,2018-09-15,15,Summer,26.4,78.0,0.0,Day,Saturday,9,2.5,1610.0,22.3,0
809,2018-09-15,16,Summer,25.3,79.0,0.0,Day,Saturday,9,2.22,1610.0,21.5,0
818,2018-09-15,17,Summer,25.3,81.0,0.0,Day,Saturday,9,1.11,1450.0,21.9,0
721,2018-09-15,18,Summer,23.5,87.0,0.0,Day,Saturday,9,1.39,1610.0,21.3,0
643,2018-09-15,19,Summer,23.3,86.0,0.0,Day,Saturday,9,2.5,1610.0,20.9,0
403,2018-09-15,20,Summer,23.2,82.0,0.0,Day,Saturday,9,3.61,1610.0,20.1,0
370,2018-09-15,21,Summer,23.2,88.0,0.0,Night,Saturday,9,3.61,1130.0,21.1,0
303,2018-09-15,22,Summer,22.5,92.0,0.0,Night,Saturday,9,3.06,1610.0,21.2,0
263,2018-09-15,23,Summer,22.1,89.0,0.0,Night,Saturday,9,1.39,1610.0,20.2,0
153,2018-09-16,0,Summer,22.5,89.0,0.0,Night,Sunday,9,0.0,1610.0,20.6,0
127,2018-09-16,1,Summer,22.0,93.0,0.0,Night,Sunday,9,2.22,1610.0,20.8,0
100,2018-09-16,2,Summer,20.7,95.0,0.0,Night,Sunday,9,1.11,1610.0,19.9,0
73,2018-09-16,3,Summer,21.3,96.0,0.0,Night,Sunday,9,0.0,1610.0,20.7,0
21,2018-09-16,4,Summer,20.9,95.0,0.0,Night,Sunday,9,1.11,1610.0,20.1,0
18,2018-09-16,5,Summer,21.2,94.0,0.0,Day,Sunday,9,1.39,1610.0,20.2,0
40,2018-09-16,6,Summer,20.0,96.0,0.0,Day,Sunday,9,0.0,810.0,19.4,0
93,2018-09-16,7,Summer,21.5,97.0,0.0,Day,Sunday,9,0.0,1610.0,21.0,0
147,2018-09-16,8,Summer,24.0,83.0,0.0,Day,Sunday,9,1.11,1450.0,21.0,0
284,2018-09-16,9,Summer,24.2,81.0,0.0,Day,Sunday,9,2.22,1610.0,20.8,0
460,2018-09-16,10,Summer,24.4,84.0,0.0,Day,Sunday,9,2.5,1610.0,21.6,0
630,2018-09-16,11,Summer,24.9,84.0,0.0,Day,Sunday,9,2.5,1610.0,22.0,0
808,2018-09-16,12,Summer,24.9,84.0,0.0,Day,Sunday,9,3.61,1610.0,22.1,0
852,2018-09-16,13,Summer,24.5,87.0,0.0,Day,Sunday,9,3.06,1610.0,22.2,0
729,2018-09-16,14,Summer,24.6,84.0,0.0,Day,Sunday,9,4.72,1610.0,21.8,0
789,2018-09-16,15,Summer,25.3,78.0,0.0,Day,Sunday,9,3.61,1610.0,21.3,0
768,2018-09-16,16,Summer,24.2,80.0,0.0,Day,Sunday,9,5.0,1450.0,20.6,0
808,2018-09-16,17,Summer,23.9,82.0,0.0,Day,Sunday,9,4.17,1610.0,20.6,0
684,2018-09-16,18,Summer,23.2,86.0,0.0,Day,Sunday,9,4.17,1610.0,20.8,0
606,2018-09-16,19,Summer,22.9,88.0,0.0,Day,Sunday,9,5.83,1610.0,20.8,0
376,2018-09-16,20,Summer,23.0,88.0,0.0,Day,Sunday,9,4.17,1610.0,20.9,0
281,2018-09-16,21,Summer,23.4,85.0,0.0,Night,Sunday,9,2.5,1610.0,20.8,0
174,2018-09-16,22,Summer,23.5,85.0,0.0,Night,Sunday,9,4.17,1610.0,20.9,0
149,2018-09-16,23,Summer,22.9,90.0,0.0,Night,Sunday,9,2.5,1610.0,21.2,0
46,2018-09-17,0,Summer,22.1,94.0,0.0,Night,Monday,9,1.39,1610.0,21.1,0
25,2018-09-17,1,Summer,21.5,96.0,0.0,Night,Monday,9,1.11,1610.0,20.9,0
21,2018-09-17,2,Summer,21.1,98.0,0.0,Night,Monday,9,0.0,480.0,20.8,0
11,2018-09-17,3,Summer,21.5,98.0,0.0,Night,Monday,9,0.0,160.0,21.2,0
12,2018-09-17,4,Summer,20.9,99.0,0.0,Night,Monday,9,1.39,1610.0,20.7,0
43,2018-09-17,5,Summer,20.5,97.0,0.0,Day,Monday,9,1.11,1610.0,20.0,0
135,2018-09-17,6,Summer,21.0,98.0,0.0,Day,Monday,9,0.0,1610.0,20.7,0
423,2018-09-17,7,Summer,21.6,97.0,0.0,Day,Monday,9,0.0,1610.0,21.1,0
1259,2018-09-17,8,Summer,22.8,86.0,0.0,Day,Monday,9,1.11,1610.0,20.4,0
650,2018-09-17,9,Summer,23.4,80.0,0.0,Day,Monday,9,0.0,400.0,19.8,0
291,2018-09-17,10,Summer,23.9,78.0,0.0,Day,Monday,9,2.5,1610.0,19.9,0
324,2018-09-17,11,Summer,24.6,77.0,0.0,Day,Monday,9,2.22,1130.0,20.4,0
394,2018-09-17,12,Summer,24.9,74.0,0.0,Day,Monday,9,3.61,1610.0,20.1,0
405,2018-09-17,13,Summer,24.7,74.0,0.0,Day,Monday,9,2.5,1450.0,19.9,0
387,2018-09-17,14,Summer,25.0,77.0,0.0,Day,Monday,9,2.22,1290.0,20.7,0
459,2018-09-17,15,Summer,24.7,78.0,0.0,Day,Monday,9,2.5,1610.0,20.7,0
759,2018-09-17,16,Summer,25.1,75.0,0.0,Day,Monday,9,2.5,1610.0,20.4,0
1446,2018-09-17,17,Summer,25.0,77.0,0.0,Day,Monday,9,1.39,1610.0,20.8,0
1065,2018-09-17,18,Summer,23.7,84.0,0.0,Day,Monday,9,1.39,1610.0,20.9,0
664,2018-09-17,19,Summer,22.2,91.0,0.0,Day,Monday,9,2.22,1610.0,20.7,0
423,2018-09-17,20,Summer,22.3,92.0,0.0,Day,Monday,9,1.39,1610.0,21.0,0
338,2018-09-17,21,Summer,22.0,94.0,0.0,Night,Monday,9,1.11,1610.0,21.0,0
219,2018-09-17,22,Summer,22.1,93.0,0.0,Night,Monday,9,1.11,1610.0,20.9,0
140,2018-09-17,23,Summer,22.4,94.0,0.0,Night,Monday,9,2.22,1610.0,21.3,0
57,2018-09-18,0,Summer,22.0,89.0,0.0,Night,Tuesday,9,2.5,1610.0,20.1,0
23,2018-09-18,1,Summer,22.0,89.0,0.0,Night,Tuesday,9,3.06,1610.0,20.2,0
17,2018-09-18,2,Summer,21.4,90.0,0.0,Night,Tuesday,9,2.5,1610.0,19.7,0
4,2018-09-18,3,Summer,21.4,89.0,0.0,Night,Tuesday,9,2.22,1610.0,19.5,0
18,2018-09-18,4,Summer,21.5,88.0,0.0,Night,Tuesday,9,2.5,1610.0,19.5,0
50,2018-09-18,5,Summer,21.4,90.0,0.0,Day,Tuesday,9,3.06,1610.0,19.7,0
160,2018-09-18,6,Summer,21.1,88.0,0.0,Day,Tuesday,9,2.22,1610.0,19.1,0
471,2018-09-18,7,Summer,21.7,85.0,0.0,Day,Tuesday,9,3.06,1610.0,19.1,0
1264,2018-09-18,8,Summer,22.8,80.0,0.0,Day,Tuesday,9,3.06,1610.0,19.2,0
692,2018-09-18,9,Summer,24.1,75.0,0.0,Day,Tuesday,9,4.17,1610.0,19.5,0
354,2018-09-18,10,Summer,24.7,72.0,0.0,Day,Tuesday,9,3.61,1610.0,19.4,0
359,2018-09-18,11,Summer,25.2,70.0,0.0,Day,Tuesday,9,4.17,1610.0,19.5,0
514,2018-09-18,12,Summer,25.2,67.0,0.0,Day,Tuesday,9,3.61,1610.0,18.8,0
479,2018-09-18,13,Summer,26.5,60.0,0.0,Day,Tuesday,9,3.06,1610.0,18.2,0
455,2018-09-18,14,Summer,27.2,55.0,0.0,Day,Tuesday,9,4.72,1610.0,17.6,0
560,2018-09-18,15,Summer,27.9,49.0,0.0,Day,Tuesday,9,3.06,1610.0,16.2,0
830,2018-09-18,16,Summer,27.7,53.0,0.0,Day,Tuesday,9,4.17,1610.0,17.3,0
1457,2018-09-18,17,Summer,26.2,57.0,0.0,Day,Tuesday,9,4.72,1610.0,17.2,0
1012,2018-09-18,18,Summer,23.6,63.0,0.0,Day,Tuesday,9,4.17,1610.0,16.3,0
757,2018-09-18,19,Summer,21.0,68.0,0.0,Day,Tuesday,9,6.11,1610.0,15.0,0
508,2018-09-18,20,Summer,18.4,75.0,0.0,Day,Tuesday,9,8.33,1610.0,14.0,0
329,2018-09-18,21,Summer,17.4,77.0,0.0,Night,Tuesday,9,5.0,1610.0,13.4,0
203,2018-09-18,22,Summer,17.1,79.0,0.0,Night,Tuesday,9,4.17,1610.0,13.5,0
110,2018-09-18,23,Summer,16.9,79.0,0.0,Night,Tuesday,9,4.72,1610.0,13.3,0
47,2018-09-19,0,Summer,17.2,78.0,0.0,Night,Wednesday,9,5.83,1610.0,13.4,0
18,2018-09-19,1,Summer,17.3,78.0,0.0,Night,Wednesday,9,3.06,1610.0,13.5,0
36,2018-09-19,2,Summer,17.5,78.0,0.0,Night,Wednesday,9,4.72,1610.0,13.7,0
18,2018-09-19,3,Summer,17.6,77.0,0.0,Night,Wednesday,9,4.17,1610.0,13.6,0
20,2018-09-19,4,Summer,17.0,79.0,0.0,Night,Wednesday,9,4.72,1610.0,13.4,0
53,2018-09-19,5,Summer,16.3,83.0,0.0,Day,Wednesday,9,4.72,1610.0,13.4,0
143,2018-09-19,6,Summer,16.2,81.0,0.0,Day,Wednesday,9,4.17,1610.0,13.0,0
441,2018-09-19,7,Summer,16.1,80.0,0.0,Day,Wednesday,9,3.06,1610.0,12.7,0
1186,2018-09-19,8,Summer,16.8,75.0,0.0,Day,Wednesday,9,1.39,1610.0,12.4,0
707,2018-09-19,9,Summer,17.3,72.0,0.0,Day,Wednesday,9,2.5,1610.0,12.3,0
335,2018-09-19,10,Summer,18.7,68.0,0.0,Day,Wednesday,9,3.06,1610.0,12.8,0
356,2018-09-19,11,Summer,19.1,70.0,0.0,Day,Wednesday,9,3.61,1610.0,13.5,0
477,2018-09-19,12,Summer,18.8,71.0,0.0,Day,Wednesday,9,3.61,1610.0,13.5,0
429,2018-09-19,13,Summer,19.1,70.0,0.0,Day,Wednesday,9,3.61,1610.0,13.6,0
358,2018-09-19,14,Summer,19.0,71.0,0.0,Day,Wednesday,9,2.5,1610.0,13.7,0
478,2018-09-19,15,Summer,19.3,69.0,0.0,Day,Wednesday,9,2.22,1610.0,13.6,0
851,2018-09-19,16,Summer,19.3,73.0,0.0,Day,Wednesday,9,3.06,1610.0,14.4,0
1361,2018-09-19,17,Summer,19.0,72.0,0.0,Day,Wednesday,9,2.5,1610.0,13.9,0
987,2018-09-19,18,Summer,18.4,75.0,0.0,Day,Wednesday,9,2.5,1610.0,14.0,0
591,2018-09-19,19,Summer,17.9,79.0,0.0,Day,Wednesday,9,2.22,1610.0,14.3,0
408,2018-09-19,20,Summer,17.9,79.0,0.0,Day,Wednesday,9,1.39,1610.0,14.3,0
319,2018-09-19,21,Summer,18.2,78.0,0.0,Night,Wednesday,9,2.22,1610.0,14.4,0
227,2018-09-19,22,Summer,18.3,76.0,0.0,Night,Wednesday,9,3.06,1610.0,14.1,0
143,2018-09-19,23,Summer,18.3,73.0,0.0,Night,Wednesday,9,3.61,1610.0,13.4,0
76,2018-09-20,0,Summer,18.2,73.0,0.0,Night,Thursday,9,4.17,1610.0,13.4,0
31,2018-09-20,1,Summer,18.2,76.0,0.0,Night,Thursday,9,3.61,1610.0,14.0,0
19,2018-09-20,2,Summer,17.8,79.0,0.0,Night,Thursday,9,3.61,1610.0,14.2,0
9,2018-09-20,3,Summer,18.1,80.0,0.0,Night,Thursday,9,3.61,1610.0,14.6,0
9,2018-09-20,4,Summer,16.4,84.0,0.0,Night,Thursday,9,3.61,1610.0,13.6,0
50,2018-09-20,5,Summer,17.2,83.0,0.0,Day,Thursday,9,2.22,1610.0,14.3,0
122,2018-09-20,6,Summer,17.6,79.0,0.0,Day,Thursday,9,2.5,1610.0,14.0,0
434,2018-09-20,7,Summer,18.4,74.0,0.0,Day,Thursday,9,5.0,1610.0,13.7,0
1150,2018-09-20,8,Summer,17.8,81.0,0.0,Day,Thursday,9,5.0,1610.0,14.5,0
693,2018-09-20,9,Summer,18.4,74.0,0.0,Day,Thursday,9,6.67,1610.0,13.7,0
308,2018-09-20,10,Summer,18.7,72.0,0.0,Day,Thursday,9,4.72,1610.0,13.6,0
333,2018-09-20,11,Summer,18.8,69.0,0.0,Day,Thursday,9,6.67,1610.0,13.1,0
424,2018-09-20,12,Summer,18.9,72.0,0.0,Day,Thursday,9,7.22,1610.0,13.8,0
429,2018-09-20,13,Summer,18.9,72.0,0.0,Day,Thursday,9,6.67,1610.0,13.9,0
376,2018-09-20,14,Summer,18.5,76.0,0.0,Day,Thursday,9,7.22,1610.0,14.2,0
466,2018-09-20,15,Summer,18.4,77.0,0.0,Day,Thursday,9,7.78,1610.0,14.4,0
697,2018-09-20,16,Summer,18.5,77.0,0.0,Day,Thursday,9,9.72,1610.0,14.5,0
1154,2018-09-20,17,Summer,18.7,73.0,0.0,Day,Thursday,9,9.72,1610.0,13.8,0
844,2018-09-20,18,Summer,18.9,74.0,0.0,Day,Thursday,9,8.33,1610.0,14.3,0
499,2018-09-20,19,Summer,18.9,78.0,0.0,Day,Thursday,9,10.28,1610.0,15.0,0
408,2018-09-20,20,Summer,19.0,78.0,0.0,Day,Thursday,9,12.5,1610.0,15.1,0
332,2018-09-20,21,Summer,19.1,82.0,0.0,Night,Thursday,9,8.89,1610.0,16.0,0
210,2018-09-20,22,Summer,19.2,84.0,0.0,Night,Thursday,9,8.89,1610.0,16.5,0
162,2018-09-20,23,Summer,19.3,86.0,0.0,Night,Thursday,9,8.89,1610.0,17.0,0
81,2018-09-21,0,Summer,19.8,89.0,0.0,Night,Friday,9,7.78,1610.0,18.0,0
43,2018-09-21,1,Summer,19.6,88.0,0.0,Night,Friday,9,5.83,1610.0,17.6,0
33,2018-09-21,2,Summer,19.7,90.0,0.0,Night,Friday,9,3.61,1610.0,18.0,0
11,2018-09-21,3,Summer,19.7,90.0,0.0,Night,Friday,9,3.61,1610.0,18.0,0
25,2018-09-21,4,Summer,20.0,91.0,0.0,Night,Friday,9,2.22,1610.0,18.5,0
58,2018-09-21,5,Summer,19.9,92.0,0.0,Day,Friday,9,1.11,1610.0,18.6,0
121,2018-09-21,6,Summer,20.2,92.0,0.0,Day,Friday,9,0.0,1610.0,18.9,0
405,2018-09-21,7,Summer,22.9,91.0,0.0,Day,Friday,9,6.11,1610.0,21.3,0
1058,2018-09-21,8,Summer,23.5,88.0,0.0,Day,Friday,9,6.11,1610.0,21.4,0
695,2018-09-21,9,Summer,24.5,84.0,0.0,Day,Friday,9,7.22,1610.0,21.7,0
318,2018-09-21,10,Summer,25.4,79.0,0.0,Day,Friday,9,8.89,1610.0,21.6,0
338,2018-09-21,11,Summer,25.8,77.0,0.0,Day,Friday,9,9.44,1610.0,21.5,0
476,2018-09-21,12,Summer,26.4,74.0,0.0,Day,Friday,9,9.72,1610.0,21.5,0
